streetAddress,zipcode,description,latitude,longitude,hasCooling,hasGarage,hasHeating,parkingSpaces,latestPrice,lotSizeSqFt,livingAreaSqFt,numOfBathrooms,numOfBedrooms,numOfStories,pr_sqft
3305 Pecan Springs Rd,78723,"Near Mueller Developement, Morris Williams Golf Coarse. Zoned SF3, for Duplex, and more. Great bones.  Nice large lot. Large Concrete drive for multi car setup.  House ready for remodel, no sheetrock inside. As is, Great bones, nice wood floors. Garage with 9 foot doors. Rear patio, and walkway. Ready for remodel.",30.2910099,-97.68254089,1,1,1,5,285000,12632.4,1919,2,3,1,149
6809 Duquesne Dr,78723,"Mature Trees & natural light make this 3/2.5 remodel truly shine. Open Concept, Marble & Quartz countertops, SS appliances, LED Recessed lighting, WiFi thermostats, HVAC 2017 and a lifetime metal roof complete this turn-key beauty. Enjoy an oversized utility room/pantry as well as a huge master closet and bath. Enjoy an evening on the oversized back deck and spacious backyard. Just 2mi N. of Mueller and East Austin shopping, restaurants and fun.",30.31933975,-97.68199158,1,1,1,3,309900,8102,2076,3,3,1,149
5817 Anselm Ct,78739,"This home is a must see! Large, corner lot in a cul-de-sac! Built-in bookshelves, huge windows, abundant natural lighting, updated appliances and kitchen, floor to ceiling built-in-shelves, custom-built bay window seating, large master bath, and walk-in closet, huge back yard with newly painted deck.",30.18404198,-97.88816071,1,1,1,2,480000,9713,2206,2,4,1,218
1721 Friars Tale Ln,78748,"Charming, one-story brick home on a private street in the desirable Canterbury Trails neighborhood.  Features include laminate wood flooring, fireplace in the family room, new interior and exterior paint, spacious master bedroom w/private bath, covered patio & storage building, indoor utilities, and bright and open floor plan.  Google fiber, recent HVAC system and recent roof too! Wonderfully convenient location near I-35, Slaughter, and Manchaca. Perfect starter home in move-in condition!",30.15743256,-97.83218384,1,0,1,0,229900,6403,1167,2,3,1,197
4302 Avenue G APT C,78751,"Charming 3-unit multifamily property built by local Adam's family. Units A & B are 2 beda and 2 baths, Unit C is 3 beds and 2 baths. Excellent investment opportunity with potential for market rents estimated to be $5000/mo. Desirable location near Shipe park, Qauck's Bakery, Fresh Plus and other local Hyde Park landmarks. Easy access to bus stops & UT shuttle . All units remodeled and separately metered. Call for list of improvements.",30.30598068,-97.72801208,0,0,1,0,750000,5662,2340,4,7,2,321
1914 Rockland Dr,78748,"A  well maintained 3 bed 3 bath perfect for a small family. Situated in a unique private community in South Austin. Uniquely designed with private roads, this home is loaded with what today's busy buyer is looking for: a low maintenance lifestyle in an urban feel!",30.16416168,-97.82686615,1,0,1,0,279000,9735,1720,3,3,2,162
1076 Grassy Field Rd,78737,"Price Improvement! This home has it all! A four bedroom three and half bath home with 4161sqft of living space.  Perfect floor plan. Huge kitchen and living area. Formal dining, office, media room, flex space and outdoor kitchen. Complete stone exterior and lovely landscaping. Three car garage and port a cochere. Move in ready- Refrigerator and Washer/Dryer convey.  Terrific neighborhood with swimming pools, community center, hike and bike trails. A $10,000 decoration bonus included! Go see it today!",30.1669178,-97.99760437,1,0,1,0,495000,12632.4,4161,4,4,1,119
911 W Village Ln,78758,"Owner/Agent.  A perfect gem in Austin!  Cute townhome in quaint, quiet community.  Open floor-plan makes use of every square foot.  Storage in the front hall closet and under stairs.  Huge walk-in closet in the master.  Half bath down and shared full bath up.  Attached garage with laundry.  Washer, dryer, and fridge convey. Pictures are not current, but home is still in just as good of condition.  Flooring is slightly more grey and grey paint throughout.  The kitchen sink was replaced with a black one.",30.36929131,-97.69829559,1,0,1,0,185000,4617,1137,2,3,2,163
11329 Kirkland Hill Path,78754,"Stunning one story home in immaculate condition that backs up to a Greenbelt *Grey-tone palette accented with warm tones throughout*Open concept living with plenty of natural light. Kitchen boasts center island , abundant counter space, tons of storage, subway tiles and recessed lighting. Dedicated office in 4th bedroom. New Flooring install in all rooms. Enjoy outdoor living with custom landscaping - Palm Trees and Bamboo for privacy along with custom planters.",30.34892464,-97.61943054,1,0,1,0,275000,5619,1909,2,4,1,144
11621 Murron Dr,78754,"Gorgeous open living, dining, kitchen area with granite counter tops, stainless steel appliances & center island.   Amazing master suite with double vanity, walk in shower and large tub for relaxing. Texas sized back yard for lots of room to roam.  Great community amenities including, pool, playground, sports courts and gym. Rooftop Solar Included",30.35558319,-97.61762238,1,1,1,2,249900,13939.2,1887,2,3,1,132
5128 Concho Creek Bnd,78735,"Beautifully updated home in Travis Country!  Nestled on a corner lot with amazing oak trees, this home is a must see.  Wood and tile flooring throughout, granite countertops, master down, extra bonus area up, covered patio, and a sun porch to enjoy in the evenings.  This is a must see!",30.24658775,-97.83641815,1,1,1,2,599900,8842,2591,3,4,2,232
2403 E 9th St,78702,"Click the Virtual Tour link to view the 3D Matterport walkthrough. The owner combined two lots into one, potential to be subdivided. Buyer to verify. House is currently occupied by tenants who will be moving out once the property is sold (no lease in place). Zoned SF-3-NP.",30.26418686,-97.71536255,1,1,1,1,470000,5837,988,1,2,1,476
4808 Westfield Dr,78731,"4808 Westfield Dr, Austin, TX 78731 is a single family home that contains 1,134 sq ft and was built in 1953. It contains 3 bedrooms and 1 bathroom. 
 
The Zestimate for this house is $390,712. The Rent Zestimate for this home is $1,950/mo. ",30.32617569,-97.75527954,1,0,1,0,199900,9583,1134,1,3,1,176
5000 Savorey Ln,78744,"Wow, beautifully remodeled home with new flooring, new baseboards and fresh paint both inside and out. Kitchen has new granite counter-tops, new stainless-steel appliances (dishwasher, refrigerator, stove, space saving microwave), new kitchen cabinets, etc. Bathroom has new lavatory and vanity with resurfaced bathtub and shower surround. The spacious front and backyards are ready for customization from the right owner and the backyard enjoys lots of shade from mature trees.",30.17204285,-97.7556076,1,0,1,0,199000,7143,907,1,2,1,219
8211 Nicola Trl,78745,"*MULTIPLE OFFERS - OFFER DEADLINE 10/9 AT 5PM CST* Homes rarely come up in the desirable Enclave at Westgate. This 2-story home is thoughtfully designed with a functional floor plan where the kitchen/dining/living space is all connected.  All bedrooms, including primary suite, are on the second level.  The home opens to a large backyard with a patio for relaxing and entertaining. The kitchen features sleek stainless steel appliances, lots of cabinet storage, & a generous center island with breakfast bar.",30.19521523,-97.82784271,1,1,1,2,399000,5706,1805,3,3,2,221
3421 Savage Springs Dr,78754,"3421 Savage Springs Dr, Austin, TX 78754 is a single family home that contains 1,424 sq ft and was built in 2008. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $273,068. The Rent Zestimate for this home is $1,725/mo. ",30.36095619,-97.63943481,1,0,1,0,225000,4356,1424,2,3,1,158
809 Emerald Wood Dr,78745,"Move in ready 3 bedroom, 2 bathroom home less than 5 miles to downtown, the Yard and St. Elmo. Lots of storage and a 2 car garage/workshop space. Wood floors throughout (tiled bathrooms), stainless steel appliances--including a 5 burner gas stove--and fresh interior paint. Mater Suite includes a walk-in closet and stand-up shower. Private backyard and Google Fiber! HVAC replaced in 2012 and hot water heater in 2015.",30.21380806,-97.78155518,1,1,1,2,275000,7318,960,2,3,1,286
8912 Sharpstone Trl,78717,"Beautiful home with private back yard. Great schools and neighborhood! Three car garage. Insulated garage can double as workshop. Terrific value for the neighborhood! New Shower in master bathroom, new kitchen sink and disposal, all newer GE appliances convey including refrigerator. Newer water softener and hot water heater (2015).",30.50263214,-97.74398041,1,0,1,0,285000,9496,1916,3,4,1,149
2000 Oakglen Dr,78745,"2000 Oakglen Dr, Austin, TX 78745 is a single family home that contains 2,114 sq ft and was built in 1964. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $461,127. The Rent Zestimate for this home is $2,400/mo. ",30.22032547,-97.79460144,1,0,1,0,399000,10846,2114,2,3,1,189
4312 Red Cloud Dr,78759,"Great purchase in Mesa Park! Walking distance to the Quarry Lake Park and close to businesses, shopping, and eating in the Domain area. Great 3/2 plan, mature landscaping. Updated flooring in main living areas, Living room has vaulted ceilings and a fantastic fireplace. Formal dining adjacent to spacious Kitchen.",30.41083717,-97.73278809,1,1,1,2,415500,6969,1677,2,3,1,248
7601 Cayenne Ln,78741,"This beautiful home is located in an awesome spot, just far away enough from downtown to enjoy the quiet, yet still close enough to the action! It has a very spacious floorplan that is perfect for families. The master is separate from the rest of the rooms, which is great for privacy. The master includes a spacious en suite and walk in closet. The yard is huge and is perfect for enjoying springtime in Austin. Located next to major highways, the airport, and just a short 6-mile drive from downtown Austin!",30.22335243,-97.69161224,1,0,1,0,289900,4486,1429,2,4,1,203
6305 Back Bay Ln,78739,"Circle C Traditional Features: 3 Bedrooms, 2.5 baths, Kitchen w/ custom cabinets, under cabinet lighting, granite, SS appliances, opens to Family Room w/ fireplace & views of back yard, Formal Living & Dining, separate office down w/ glass french doors & closet could be 4th bedroom, Family room up w/ built-ins, ginormous Master Suite w/ 2 walk-in closets, Master Spa with dbl vanity, garden tub, frame-less shower, mature trees shade large private yard w/ flagstone porch, great schools, amenities, & more!",30.18856239,-97.89368439,1,1,1,2,439999,7884,2725,3,3,2,161
2117 Kaiser Dr,78748,"Beautiful, updated Pulte home in a great neighborhood! Large master bedroom on the main level with great windows. Large gameroom upstairs and 3 spacious bedrooms. ",30.15847015,-97.83648682,1,0,1,0,175000,5009,2063,3,4,2,85
5004 Michelle Ct,78744,"Modern remodel in Franklin Park, minutes to DT. Home is on a quiet & secluded cul-de-sac with no neighbors behind. Improvements include all wood soft close cabinets, granite countertops, Samsung Stainless Steel Appliances, luxury vinyl plank floors, designer tile & fixtures, main bedroom with custom barn door to a spa bath with dual shower heads, frameless shower glass & dual vanity. AC replaced - 2019. R-38 insulation in attic. 4.2 KW Solar (2018). Don't miss this opportunity, improvements go on and on.",30.19904709,-97.74636078,1,1,1,2,334900,6403,1231,2,3,1,272
5412 Ingersoll Ln,78744,"Awesome energy efficient 3 bed, 2 bathroom w/ included Solar Panels located minutes from the Airport, 10 minutes from McKinney Falls State Park, less than 20 minutes to Downtown! Open floor plan. Great kitchen with stainless appliances and quartz counters overlooking a spacious living room. Low Maintenance yard leads straight to the community hike/bike trails.  Full 2-Car Garage. This is an amazing home. Schedule a showing with your agent today! This property may qualify for Seller Financing (Vendee).",30.17583656,-97.69471741,1,0,1,0,249000,4399,1448,2,3,1,172
1713 Poppy Seed Ln,78741,"AMAZING OPPORTUNITY to buy in the quickly developing East Riverside area for under $300k! Walking distance to Starbucks, just minutes from Downtown, ABIA, top restaurants, shopping and more! Brand new paint + brand new floors throughout! Enjoy a spacious master bedroom w/ walk-in closet. home features an awesome open concept kitchen looks in to the family room - perfect for entertaining! Formal dining room, 2 car garage, refrigerator included, huge backyard w/ covered patio - this is an absolute must see!",30.22216415,-97.6941452,1,0,1,0,139000,4965,1586,2,3,1,88
